gt_uid,image_id,fold,source_group,coarse,class_name,category_id,gt_bbox_xyxy,gt_short_edge,size_bin,m3_proposal_uid,m3_score,m3_bbox_xyxy,iou
i4392-gt,4392,2,scene_L1A0001690055,ship,ship,2,"[257.0, 569.0, 440.0, 652.0]",83.0,small,m3-f2-i4392-p397851,0.0608,"[240.88, 562.89, 459.3, 647.89]",0.7473
i4-gt,4,0,scene_L00000010882,ship,ship,3,"[257.0, 509.0, 362.0, 609.0]",100.0,medium,m3-f0-i4-p000631,0.0582,"[253.14, 501.11, 373.63, 608.88]",0.8069
i31-gt,31,1,scene_L00000011028,ship,ship,3,"[218.0, 563.0, 281.0, 659.0]",63.0,small,m3-f1-i31-p001829,0.058,"[211.15, 564.82, 285.1, 670.32]",0.7495
i1222-gt,1222,2,scene_L1A0003133739,ship,ship,3,"[0.0, 0.0, 56.0, 73.0]",56.0,small,m3-f2-i1222-p118909,0.0578,"[0.05, 0.96, 60.14, 73.87]",0.9081
i572-gt,572,2,scene_L00000100047,ship,ship,3,"[377.0, 849.0, 486.0, 884.0]",35.0,small,m3-f2-i572-p065402,0.057,"[374.56, 854.62, 531.89, 884.0]",0.6117
i206-gt,206,0,scene_L00000012443,ship,ship,3,"[199.0, 192.0, 255.0, 332.0]",56.0,small,m3-f0-i206-p038716,0.0565,"[203.18, 199.37, 260.16, 333.94]",0.796
i4388-gt,4388,0,scene_L1A0000600031,ship,ship,1,"[65.0, 436.0, 313.0, 688.0]",248.0,medium,m3-f0-i4388-p441355,0.0563,"[81.5, 438.15, 316.77, 657.47]",0.8018
i393-gt,393,2,scene_L00000100998,ship,ship,3,"[775.0, 0.0, 820.0, 67.0]",45.0,small,m3-f2-i393-p039320,0.0555,"[780.25, 0.18, 819.71, 86.91]",0.6939
i4364-gt,4364,1,scene_L1A0003325477,ship,ship,1,"[218.0, 660.0, 512.0, 789.0]",129.0,medium,m3-f1-i4364-p475834,0.0551,"[214.25, 607.57, 507.71, 801.38]",0.6508
i1213-gt,1213,2,scene_L1A0003133739,ship,ship,2,"[300.0, 340.0, 451.0, 484.0]",144.0,medium,m3-f2-i1213-p116164,0.0538,"[256.54, 292.64, 458.31, 466.18]",0.5053
i739-gt,739,1,scene_L00000000284,ship,ship,2,"[6.0, 551.0, 65.0, 636.0]",59.0,small,m3-f1-i739-p065737,0.0534,"[0.39, 551.07, 76.38, 643.16]",0.7157
i556-gt,556,2,scene_L00000100047,ship,ship,3,"[-0.0, 562.0, 14.0, 822.0]",14.0,tiny,m3-f2-i556-p060637,0.0511,"[0.0, 555.68, 20.01, 798.22]",0.6378
i4412-gt,4412,0,scene_L1A0000704021,ship,ship,2,"[379.0, 129.0, 575.0, 295.0]",166.0,medium,m3-f0-i4412-p444615,0.0487,"[362.81, 106.59, 569.9, 290.95]",0.7768
i819-gt,819,0,scene_L00000000456,ship,ship,3,"[759.0, 754.0, 831.0, 831.0]",72.0,small,m3-f0-i819-p091602,0.0484,"[743.63, 754.21, 831.0, 831.0]",0.8223
i739-gt,739,1,scene_L00000000284,ship,ship,2,"[434.0, 707.0, 510.0, 841.0]",76.0,small,m3-f1-i739-p065752,0.0476,"[437.37, 706.29, 505.88, 845.29]",0.8721
i4366-gt,4366,1,scene_L1A0003325477,ship,ship,1,"[175.0, 717.0, 460.0, 853.0]",136.0,medium,m3-f1-i4366-p476442,0.0471,"[175.09, 674.07, 468.88, 858.84]",0.7136
i913-gt,913,2,scene_L00000001478,ship,ship,2,"[30.0, 165.0, 61.0, 264.0]",31.0,tiny,m3-f2-i913-p097804,0.0466,"[28.68, 165.64, 60.38, 263.42]",0.9289
i41-gt,41,1,scene_L00000010815,ship,ship,3,"[173.0, 128.0, 250.0, 328.0]",77.0,small,m3-f1-i41-p003312,0.0463,"[165.26, 118.66, 260.47, 328.9]",0.7694
i501-gt,501,1,scene_L00000099505,ship,ship,2,"[675.0, 792.0, 723.0, 888.0]",48.0,small,m3-f1-i501-p040317,0.0458,"[679.29, 789.55, 719.86, 880.21]",0.7602
i947-gt,947,1,scene_L00000001339,ship,ship,1,"[270.0, 531.0, 342.0, 816.0]",72.0,small,m3-f1-i947-p080409,0.0457,"[272.03, 546.16, 350.51, 818.0]",0.8219
i1070-gt,1070,1,scene_L1A0004749016,ship,ship,3,"[805.0, 0.0, 897.0, 55.0]",55.0,small,m3-f1-i1070-p105964,0.0453,"[798.59, 0.0, 897.0, 70.76]",0.7266
i211-gt,211,0,scene_L00000012443,ship,ship,3,"[327.0, 782.0, 466.0, 866.0]",84.0,small,m3-f0-i211-p040224,0.0443,"[346.58, 785.13, 485.59, 866.0]",0.7283
i188-gt,188,0,scene_L00000012443,ship,ship,3,"[718.0, 11.0, 789.0, 147.0]",71.0,small,m3-f0-i188-p033329,0.0439,"[695.48, 0.1, 789.27, 144.85]",0.6922
i812-gt,812,0,scene_L00000000456,ship,ship,2,"[682.0, 275.0, 742.0, 364.0]",60.0,small,m3-f0-i812-p089544,0.0439,"[682.04, 280.54, 743.6, 364.45]",0.9097
i231-gt,231,2,scene_L00000012444,ship,ship,3,"[481.0, 0.0, 808.0, 12.0]",12.0,tiny,m3-f2-i231-p015068,0.0436,"[516.56, 0.08, 801.27, 19.63]",0.557
i1104-gt,1104,1,scene_L1A0001910573,ship,ship,3,"[879.0, 0.0, 894.0, 338.0]",15.0,tiny,m3-f1-i1104-p114912,0.0435,"[874.26, 5.67, 893.66, 280.9]",0.6329
i800-gt,800,1,scene_L00000000287,ship,ship,3,"[774.0, 321.0, 859.0, 535.0]",85.0,small,m3-f1-i800-p066058,0.0426,"[766.13, 320.94, 869.0, 532.36]",0.8176
i557-gt,557,2,scene_L00000100047,ship,ship,3,"[674.0, 38.0, 718.0, 257.0]",44.0,small,m3-f2-i557-p060947,0.0422,"[669.67, 39.65, 735.65, 284.46]",0.5894
i1275-gt,1275,0,scene_L1A0002135991,ship,ship,3,"[579.0, 75.0, 669.0, 240.0]",90.0,small,m3-f0-i1275-p123041,0.0406,"[567.03, 71.09, 675.08, 245.23]",0.7892
i403-gt,403,2,scene_L00000100998,ship,ship,1,"[127.0, 157.0, 402.0, 287.0]",130.0,medium,m3-f2-i403-p042306,0.0402,"[110.48, 158.92, 379.72, 287.09]",0.8543
i4412-gt,4412,0,scene_L1A0000704021,ship,ship,2,"[353.0, 92.0, 550.0, 252.0]",160.0,medium,m3-f0-i4412-p444618,0.0393,"[343.3, 72.39, 538.07, 255.06]",0.7899
i406-gt,406,2,scene_L00000100998,ship,ship,3,"[810.0, 356.0, 879.0, 479.0]",69.0,small,m3-f2-i406-p043227,0.0389,"[800.51, 350.66, 878.82, 480.3]",0.8319
i568-gt,568,2,scene_L00000100047,ship,ship,3,"[484.0, 0.0, 844.0, 26.0]",26.0,tiny,m3-f2-i568-p064233,0.0383,"[448.99, 0.54, 811.24, 28.8]",0.7396
i915-gt,915,2,scene_L00000001478,ship,ship,2,"[55.0, 0.0, 96.0, 113.0]",41.0,small,m3-f2-i915-p098434,0.0379,"[56.42, 0.0, 96.01, 113.75]",0.9589
i31-gt,31,1,scene_L00000011028,ship,ship,3,"[376.0, 525.0, 452.0, 634.0]",76.0,small,m3-f1-i31-p001880,0.0372,"[355.95, 523.48, 452.32, 646.73]",0.6975
i4409-gt,4409,0,scene_L1A0000704021,ship,ship,2,"[172.0, 573.0, 377.0, 741.0]",168.0,medium,m3-f0-i4409-p443727,0.0356,"[171.95, 547.37, 357.77, 729.83]",0.743
i594-gt,594,2,scene_L00000100050,ship,ship,3,"[362.0, 632.0, 602.0, 872.0]",240.0,medium,m3-f2-i594-p072052,0.0355,"[463.2, 643.04, 593.59, 872.0]",0.5183
i1175-gt,1175,1,scene_L1A0001384774,ship,ship,3,"[542.0, 552.0, 566.0, 646.0]",24.0,tiny,m3-f1-i1175-p125444,0.0353,"[542.83, 553.14, 572.67, 647.17]",0.7391
i4398-gt,4398,2,scene_L1A0001690055,ship,ship,2,"[-0.0, 686.0, 25.0, 821.0]",25.0,tiny,m3-f2-i4398-p399769,0.0351,"[0.11, 696.2, 18.3, 833.15]",0.6314
i500-gt,500,1,scene_L00000099505,ship,ship,3,"[61.0, 635.0, 146.0, 802.0]",85.0,small,m3-f1-i500-p040074,0.0349,"[62.9, 627.3, 152.44, 801.94]",0.8693
i501-gt,501,1,scene_L00000099505,ship,ship,3,"[249.0, 424.0, 334.0, 591.0]",85.0,small,m3-f1-i501-p040389,0.0342,"[249.94, 416.73, 345.65, 584.77]",0.8061
i975-gt,975,1,scene_L00000002699,ship,ship,3,"[422.0, 310.0, 576.0, 483.0]",154.0,medium,m3-f1-i975-p082871,0.0341,"[423.83, 310.98, 573.02, 477.34]",0.9315
i1141-gt,1141,0,scene_L1A0001931206,ship,ship,2,"[354.0, 728.0, 456.0, 824.0]",96.0,medium,m3-f0-i1141-p110758,0.0337,"[349.13, 722.26, 455.55, 824.0]",0.8969
i973-gt,973,2,scene_L00000002698,ship,ship,3,"[781.0, 454.0, 829.0, 536.0]",48.0,small,m3-f2-i973-p101114,0.0335,"[780.18, 435.29, 837.72, 535.28]",0.6741
i31-gt,31,1,scene_L00000011028,ship,ship,3,"[333.0, 537.0, 387.0, 688.0]",54.0,small,m3-f1-i31-p001905,0.0323,"[332.12, 538.09, 369.04, 688.12]",0.6516
i379-gt,379,2,scene_L00000100998,ship,ship,3,"[728.0, 408.0, 814.0, 496.0]",86.0,small,m3-f2-i379-p035146,0.0323,"[733.54, 403.04, 813.06, 500.79]",0.8387
i1193-gt,1193,1,scene_L1A0002233573,ship,ship,3,"[661.0, 429.0, 779.0, 519.0]",90.0,small,m3-f1-i1193-p130887,0.0322,"[663.45, 426.71, 773.4, 523.86]",0.8675
i683-gt,683,1,scene_L00000000227,ship,ship,3,"[-0.0, 322.0, 28.0, 535.0]",28.0,tiny,m3-f1-i683-p048938,0.0314,"[0.07, 283.31, 23.91, 531.95]",0.7268
i4393-gt,4393,2,scene_L1A0001690055,ship,ship,2,"[420.0, 349.0, 585.0, 421.0]",72.0,small,m3-f2-i4393-p398337,0.0314,"[407.86, 361.4, 564.01, 419.85]",0.6686
i703-gt,703,1,scene_L00000000227,ship,ship,2,"[601.0, 93.0, 796.0, 351.0]",195.0,medium,m3-f1-i703-p054909,0.0312,"[620.75, 112.89, 785.5, 341.8]",0.7496
i501-gt,501,1,scene_L00000099505,ship,ship,3,"[383.0, 752.0, 458.0, 891.0]",75.0,small,m3-f1-i501-p040410,0.0311,"[394.68, 753.3, 454.55, 891.0]",0.7908
i964-gt,964,0,scene_L00000002689,ship,ship,3,"[363.0, 559.0, 459.0, 712.0]",96.0,medium,m3-f0-i964-p105431,0.03,"[353.47, 558.3, 461.71, 686.66]",0.7507
i693-gt,693,1,scene_L00000000227,ship,ship,3,"[408.0, 558.0, 492.0, 633.0]",75.0,small,m3-f1-i693-p052032,0.0299,"[366.43, 556.89, 493.78, 648.6]",0.5395
i538-gt,538,0,scene_L00000099680,ship,ship,3,"[0.0, 661.0, 16.0, 838.0]",16.0,tiny,m3-f0-i538-p055569,0.0296,"[0.3, 657.43, 14.86, 845.5]",0.8606
i31-gt,31,1,scene_L00000011028,ship,ship,3,"[70.0, 630.0, 98.0, 742.0]",28.0,tiny,m3-f1-i31-p001919,0.0295,"[69.39, 626.55, 109.76, 750.61]",0.6261
i4407-gt,4407,0,scene_L1A0000704021,ship,ship,2,"[137.0, 483.0, 274.0, 744.0]",137.0,medium,m3-f0-i4407-p443158,0.0294,"[122.69, 461.41, 290.63, 751.62]",0.7337
i191-gt,191,0,scene_L00000012443,ship,ship,3,"[72.0, 435.0, 158.0, 574.0]",86.0,small,m3-f0-i191-p034270,0.029,"[66.54, 428.97, 169.55, 593.16]",0.7068
i4394-gt,4394,2,scene_L1A0001690055,ship,ship,2,"[135.0, 250.0, 196.0, 357.0]",61.0,small,m3-f2-i4394-p398445,0.0284,"[132.26, 252.89, 195.99, 350.64]",0.8774
i1224-gt,1224,2,scene_L1A0003133739,ship,ship,3,"[328.0, 92.0, 460.0, 140.0]",48.0,small,m3-f2-i1224-p119440,0.0282,"[330.88, 88.6, 463.54, 140.77]",0.8779
i946-gt,946,1,scene_L00000001339,ship,ship,2,"[104.0, 268.0, 135.0, 461.0]",31.0,tiny,m3-f1-i946-p080145,0.0272,"[96.93, 267.6, 141.72, 469.0]",0.6633
i1242-gt,1242,0,scene_L1A0001053752,ship,ship,2,"[422.0, 181.0, 491.0, 373.0]",69.0,small,m3-f0-i1242-p115923,0.0271,"[421.31, 182.13, 494.78, 375.22]",0.9233
i156-gt,156,0,scene_L00000012443,ship,ship,1,"[320.0, 839.0, 470.0, 859.0]",20.0,tiny,m3-f0-i156-p023832,0.0269,"[332.4, 830.61, 474.17, 858.87]",0.6399
i922-gt,922,0,scene_L00000001337,ship,ship,3,"[0.0, 592.0, 229.0, 824.0]",229.0,medium,m3-f0-i922-p096390,0.0262,"[0.0, 565.44, 234.96, 822.16]",0.8677
i929-gt,929,0,scene_L00000001337,ship,ship,3,"[306.0, 596.0, 397.0, 711.0]",91.0,small,m3-f0-i929-p098592,0.0253,"[316.3, 599.67, 394.36, 709.57]",0.8196
i195-gt,195,0,scene_L00000012443,ship,ship,3,"[641.0, 14.0, 727.0, 153.0]",86.0,small,m3-f0-i195-p035478,0.0248,"[636.62, 6.84, 742.68, 173.61]",0.6758
i31-gt,31,1,scene_L00000011028,ship,ship,3,"[305.0, 549.0, 344.0, 694.0]",39.0,small,m3-f1-i31-p001954,0.0247,"[311.57, 547.73, 344.14, 692.28]",0.8128
i946-gt,946,1,scene_L00000001339,ship,ship,2,"[124.0, 281.0, 157.0, 473.0]",33.0,small,m3-f1-i946-p080154,0.0246,"[121.13, 269.57, 159.67, 474.69]",0.8016
i946-gt,946,1,scene_L00000001339,ship,ship,2,"[212.0, 765.0, 469.0, 872.0]",107.0,medium,m3-f1-i946-p080157,0.0242,"[205.44, 771.97, 465.17, 872.0]",0.8995
i214-gt,214,0,scene_L00000012443,ship,ship,3,"[208.0, 53.0, 258.0, 160.0]",50.0,small,m3-f0-i214-p041220,0.0237,"[209.75, 51.69, 258.39, 159.58]",0.9427
i920-gt,920,2,scene_L00000001478,ship,ship,3,"[96.0, 232.0, 195.0, 374.0]",99.0,medium,m3-f2-i920-p099945,0.0228,"[123.96, 228.25, 193.2, 368.44]",0.6598
i10-gt,10,0,scene_L00000010882,ship,ship,3,"[403.0, 534.0, 461.0, 684.0]",58.0,small,m3-f0-i10-p002526,0.0228,"[411.46, 535.72, 460.45, 684.1]",0.8345
i453-gt,453,0,scene_L00000101102,ship,ship,3,"[0.0, 852.0, 355.0, 868.0]",16.0,tiny,m3-f0-i453-p049010,0.0228,"[2.23, 846.54, 369.68, 868.0]",0.7125
i717-gt,717,1,scene_L00000000227,ship,ship,2,"[529.0, 333.0, 594.0, 471.0]",65.0,small,m3-f1-i717-p059244,0.0226,"[531.78, 345.17, 597.16, 473.66]",0.8206
i7-gt,7,0,scene_L00000010882,ship,ship,3,"[827.0, 494.0, 843.0, 584.0]",16.0,tiny,m3-f0-i7-p001624,0.0225,"[828.9, 489.78, 843.0, 601.02]",0.7294
i1034-gt,1034,1,scene_L1A0004749016,ship,ship,3,"[373.0, 141.0, 550.0, 533.0]",177.0,medium,m3-f1-i1034-p095176,0.0221,"[375.04, 135.28, 553.71, 541.45]",0.9348
i1095-gt,1095,2,scene_L1A0001219553,ship,ship,3,"[442.0, 272.0, 578.0, 309.0]",37.0,small,m3-f2-i1095-p105989,0.0217,"[434.03, 268.18, 586.07, 308.71]",0.8051
i4385-gt,4385,0,scene_L1A0000600031,ship,ship,2,"[46.0, 485.0, 214.0, 652.0]",167.0,medium,m3-f0-i4385-p440474,0.0216,"[36.46, 480.19, 229.59, 652.46]",0.8433
i301-gt,301,2,scene_L00000012645,ship,ship,3,"[594.0, 250.0, 628.0, 353.0]",34.0,small,m3-f2-i301-p017438,0.0215,"[585.3, 252.43, 628.09, 353.85]",0.7733
i31-gt,31,1,scene_L00000011028,ship,ship,3,"[168.0, 584.0, 226.0, 678.0]",58.0,small,m3-f1-i31-p002002,0.0212,"[172.68, 589.57, 223.35, 678.84]",0.8155
i31-gt,31,1,scene_L00000011028,ship,ship,3,"[505.0, 482.0, 541.0, 596.0]",36.0,small,m3-f1-i31-p002007,0.0208,"[503.12, 477.99, 538.88, 597.28]",0.8568
i1023-gt,1023,1,scene_L1A0004749016,ship,ship,3,"[-0.0, 0.0, 29.0, 24.0]",24.0,tiny,m3-f1-i1023-p091888,0.0208,"[0.0, 0.0, 23.19, 26.4]",0.7405
i4367-gt,4367,2,scene_L1A0003102432,ship,ship,0,"[309.0, 524.0, 742.0, 648.0]",124.0,medium,m3-f2-i4367-p397031,0.0208,"[291.38, 522.47, 762.25, 648.14]",0.9074
i921-gt,921,2,scene_L00000001478,ship,ship,3,"[792.0, 248.0, 890.0, 414.0]",98.0,medium,m3-f2-i921-p100302,0.0197,"[788.48, 256.7, 873.14, 404.8]",0.7157
i881-gt,881,1,scene_L00000001223,ship,ship,3,"[722.0, 292.0, 872.0, 329.0]",37.0,small,m3-f1-i881-p078070,0.0196,"[720.53, 285.43, 872.0, 348.56]",0.5805
i1282-gt,1282,0,scene_L1A0003883169,ship,ship,2,"[475.0, 585.0, 716.0, 743.0]",158.0,medium,m3-f0-i1282-p124252,0.0193,"[471.9, 579.01, 715.13, 736.49]",0.9093
i307-gt,307,2,scene_L00000012645,ship,ship,3,"[502.0, 663.0, 826.0, 836.0]",173.0,medium,m3-f2-i307-p019231,0.0192,"[542.53, 659.53, 838.87, 791.6]",0.6207
i727-gt,727,1,scene_L00000000227,ship,ship,3,"[95.0, 256.0, 292.0, 507.0]",197.0,medium,m3-f1-i727-p062226,0.0192,"[98.34, 260.23, 280.92, 501.93]",0.8925
i553-gt,553,2,scene_L00000100047,ship,ship,3,"[155.0, 260.0, 200.0, 373.0]",45.0,small,m3-f2-i553-p059773,0.0191,"[154.64, 270.87, 201.45, 366.37]",0.8172
i4406-gt,4406,0,scene_L1A0003270052,ship,ship,3,"[371.0, 641.0, 553.0, 801.0]",160.0,medium,m3-f0-i4406-p442964,0.0189,"[357.45, 614.55, 534.29, 810.66]",0.6935
i9-gt,9,0,scene_L00000010882,ship,ship,3,"[417.0, 54.0, 589.0, 144.0]",90.0,small,m3-f0-i9-p002252,0.0185,"[415.52, 60.04, 578.71, 143.36]",0.8636
i6-gt,6,0,scene_L00000010882,ship,ship,2,"[-0.0, 0.0, 149.0, 106.0]",106.0,medium,m3-f0-i6-p001428,0.0185,"[0.45, 0.25, 134.67, 119.7]",0.8049
i1235-gt,1235,2,scene_L1A0003133739,ship,ship,3,"[491.0, 291.0, 568.0, 470.0]",77.0,small,m3-f2-i1235-p122826,0.0182,"[487.04, 256.48, 567.08, 468.28]",0.7819
i206-gt,206,0,scene_L00000012443,ship,ship,3,"[143.0, 357.0, 205.0, 493.0]",62.0,small,m3-f0-i206-p038964,0.0181,"[142.28, 356.56, 205.32, 493.92]",0.9737
i920-gt,920,2,scene_L00000001478,ship,ship,3,"[28.0, 717.0, 126.0, 876.0]",98.0,medium,m3-f2-i920-p099967,0.018,"[22.96, 728.75, 94.13, 876.0]",0.5965
i31-gt,31,1,scene_L00000011028,ship,ship,3,"[88.0, 620.0, 114.0, 752.0]",26.0,tiny,m3-f1-i31-p002047,0.0179,"[75.88, 619.4, 120.92, 745.59]",0.5581
i125-gt,125,0,scene_L00000012440,ship,ship,3,"[409.0, 116.0, 632.0, 348.0]",223.0,medium,m3-f0-i125-p016058,0.0178,"[397.19, 129.47, 643.29, 371.42]",0.7791
i123-gt,123,0,scene_L00000012440,ship,ship,3,"[0.0, 489.0, 220.0, 721.0]",220.0,medium,m3-f0-i123-p015502,0.0176,"[1.45, 500.35, 213.36, 728.17]",0.8896
i619-gt,619,2,scene_L00000100050,ship,ship,3,"[713.0, 31.0, 772.0, 173.0]",59.0,small,m3-f2-i619-p079618,0.0172,"[690.46, 29.81, 776.88, 210.06]",0.5378
i749-gt,749,0,scene_L00000000285,ship,ship,3,"[99.0, 1.0, 177.0, 111.0]",78.0,small,m3-f0-i749-p073183,0.0172,"[113.59, 0.15, 191.16, 112.33]",0.6768
i212-gt,212,0,scene_L00000012443,ship,ship,3,"[314.0, 558.0, 415.0, 708.0]",101.0,medium,m3-f0-i212-p040755,0.0172,"[313.11, 556.14, 408.82, 701.28]",0.8791
i397-gt,397,2,scene_L00000100998,ship,ship,3,"[219.0, 354.0, 281.0, 478.0]",62.0,small,m3-f2-i397-p040680,0.0168,"[203.29, 347.83, 282.99, 491.68]",0.6706
i494-gt,494,1,scene_L00000099505,ship,ship,2,"[260.0, 267.0, 477.0, 388.0]",121.0,medium,m3-f1-i494-p038367,0.0167,"[259.89, 264.98, 476.57, 398.74]",0.9025
i4390-gt,4390,0,scene_L1A0000600031,ship,ship,3,"[663.0, 445.0, 719.0, 544.0]",56.0,small,m3-f0-i4390-p442144,0.0167,"[663.45, 449.09, 718.52, 545.45]",0.9293
i557-gt,557,2,scene_L00000100047,ship,ship,3,"[583.0, 303.0, 646.0, 523.0]",63.0,small,m3-f2-i557-p061118,0.0165,"[578.95, 304.58, 654.35, 522.36]",0.8284
i954-gt,954,0,scene_L00000002680,ship,ship,3,"[432.0, 423.0, 577.0, 457.0]",34.0,small,m3-f0-i954-p103331,0.0164,"[434.39, 422.9, 560.43, 463.14]",0.7496
i31-gt,31,1,scene_L00000011028,ship,ship,3,"[480.0, 494.0, 524.0, 615.0]",44.0,small,m3-f1-i31-p002079,0.0163,"[476.48, 487.57, 528.19, 612.85]",0.7957
i654-gt,654,0,scene_L00000000225,ship,ship,3,"[746.0, 221.0, 888.0, 494.0]",142.0,medium,m3-f0-i654-p062806,0.0163,"[743.34, 222.19, 892.74, 495.02]",0.943
i925-gt,925,0,scene_L00000001337,ship,ship,3,"[251.0, 39.0, 450.0, 228.0]",189.0,medium,m3-f0-i925-p097381,0.0162,"[228.43, 34.52, 451.6, 234.14]",0.8442
i851-gt,851,2,scene_L00000000701,ship,ship,3,"[524.0, 224.0, 609.0, 419.0]",85.0,small,m3-f2-i851-p086116,0.016,"[546.15, 230.02, 601.95, 414.59]",0.6214
i597-gt,597,2,scene_L00000100050,ship,ship,3,"[612.0, 187.0, 704.0, 615.0]",92.0,small,m3-f2-i597-p073125,0.016,"[612.92, 179.5, 710.6, 612.92]",0.9038
i31-gt,31,1,scene_L00000011028,ship,ship,3,"[359.0, 536.0, 419.0, 658.0]",60.0,small,m3-f1-i31-p002096,0.0158,"[357.96, 528.2, 415.83, 659.87]",0.8659
i731-gt,731,1,scene_L00000000227,ship,ship,3,"[308.0, 24.0, 445.0, 138.0]",114.0,medium,m3-f1-i731-p063482,0.0158,"[315.22, 23.36, 446.52, 145.11]",0.8801
i637-gt,637,2,scene_L00000000254,ship,ship,3,"[275.0, 389.0, 507.0, 537.0]",148.0,medium,m3-f2-i637-p084642,0.0157,"[316.86, 404.83, 510.09, 518.28]",0.6219
i210-gt,210,0,scene_L00000012443,ship,ship,3,"[558.0, 93.0, 657.0, 254.0]",99.0,medium,m3-f0-i210-p040182,0.0152,"[557.04, 96.7, 661.67, 256.08]",0.9138
i432-gt,432,2,scene_L00000101101,ship,ship,3,"[530.0, 463.0, 619.0, 560.0]",89.0,small,m3-f2-i432-p050795,0.0152,"[530.18, 469.41, 618.72, 558.86]",0.9174
i157-gt,157,0,scene_L00000012443,ship,ship,2,"[693.0, 277.0, 750.0, 437.0]",57.0,small,m3-f0-i157-p024179,0.0151,"[690.81, 270.79, 748.34, 442.37]",0.8736
i883-gt,883,1,scene_L00000001223,ship,ship,3,"[726.0, 59.0, 858.0, 179.0]",120.0,medium,m3-f1-i883-p078755,0.0151,"[724.35, 75.52, 857.76, 181.22]",0.8361
i978-gt,978,2,scene_L00000002700,ship,ship,3,"[144.0, 154.0, 219.0, 206.0]",52.0,small,m3-f2-i978-p101846,0.0148,"[148.15, 150.41, 223.48, 212.92]",0.748
i1250-gt,1250,2,scene_L1A0002115142,ship,ship,2,"[0.0, 796.0, 155.0, 807.0]",11.0,tiny,m3-f2-i1250-p124103,0.0148,"[1.18, 792.76, 136.14, 807.0]",0.6929
i1095-gt,1095,2,scene_L1A0001219553,ship,ship,3,"[209.0, 771.0, 290.0, 826.0]",55.0,small,m3-f2-i1095-p106081,0.0147,"[211.24, 767.54, 288.83, 825.54]",0.8959
i413-gt,413,2,scene_L00000101101,ship,ship,2,"[341.0, 184.0, 503.0, 376.0]",162.0,medium,m3-f2-i413-p045196,0.0147,"[343.01, 167.32, 510.23, 457.94]",0.6271
i1283-gt,1283,0,scene_L1A0003883169,ship,ship,2,"[21.0, 287.0, 136.0, 518.0]",115.0,medium,m3-f0-i1283-p124778,0.0145,"[19.52, 292.55, 137.38, 520.93]",0.941
i885-gt,885,1,scene_L00000001223,ship,ship,3,"[123.0, 745.0, 281.0, 781.0]",36.0,small,m3-f1-i885-p079387,0.0143,"[105.52, 731.14, 279.71, 784.79]",0.6007
i682-gt,682,1,scene_L00000000227,ship,ship,3,"[22.0, 559.0, 81.0, 682.0]",59.0,small,m3-f1-i682-p048845,0.0142,"[24.39, 556.15, 73.54, 681.58]",0.8145
i4407-gt,4407,0,scene_L1A0000704021,ship,ship,2,"[719.0, 487.0, 786.0, 843.0]",67.0,small,m3-f0-i4407-p443384,0.0141,"[719.1, 468.04, 781.82, 850.21]",0.8758
i409-gt,409,2,scene_L00000100998,ship,ship,3,"[307.0, 674.0, 487.0, 743.0]",69.0,small,m3-f2-i409-p044294,0.014,"[293.96, 692.05, 494.09, 729.35]",0.5098
i476-gt,476,1,scene_L00000099179,ship,ship,3,"[711.0, 347.0, 813.0, 401.0]",54.0,small,m3-f1-i476-p035517,0.0138,"[710.56, 340.74, 813.69, 406.93]",0.8069
i340-gt,340,2,scene_L00000012635,ship,ship,3,"[534.0, 401.0, 623.0, 550.0]",89.0,small,m3-f2-i340-p023842,0.0137,"[551.37, 404.82, 629.74, 520.6]",0.5906
i583-gt,583,2,scene_L00000100049,ship,ship,3,"[577.0, 734.0, 805.0, 893.0]",159.0,medium,m3-f2-i583-p068819,0.0136,"[612.36, 756.74, 835.28, 893.0]",0.6501
i926-gt,926,0,scene_L00000001337,ship,ship,3,"[647.0, 492.0, 838.0, 669.0]",177.0,medium,m3-f0-i926-p097730,0.0132,"[672.07, 503.33, 852.0, 677.33]",0.7306
i462-gt,462,0,scene_L00000101102,ship,ship,3,"[855.0, 279.0, 868.0, 424.0]",13.0,tiny,m3-f0-i462-p051830,0.0127,"[858.53, 270.24, 868.0, 398.98]",0.5772
i924-gt,924,0,scene_L00000001337,ship,ship,3,"[869.0, 0.0, 896.0, 102.0]",27.0,tiny,m3-f0-i924-p097179,0.0125,"[861.48, 0.0, 896.0, 75.96]",0.6168
i1265-gt,1265,0,scene_L1A0002135991,ship,ship,1,"[315.0, 156.0, 537.0, 335.0]",179.0,medium,m3-f0-i1265-p120291,0.0125,"[310.16, 149.86, 532.13, 344.84]",0.8803
i553-gt,553,2,scene_L00000100047,ship,ship,3,"[669.0, 307.0, 704.0, 395.0]",35.0,small,m3-f2-i553-p059911,0.0125,"[669.02, 305.63, 705.67, 371.36]",0.6954
i304-gt,304,2,scene_L00000012645,ship,ship,3,"[495.0, 582.0, 819.0, 755.0]",173.0,medium,m3-f2-i304-p018404,0.0124,"[528.25, 588.03, 822.53, 713.14]",0.6439
i562-gt,562,2,scene_L00000100047,ship,ship,3,"[172.0, 96.0, 353.0, 330.0]",181.0,medium,m3-f2-i562-p062601,0.0122,"[166.11, 85.36, 353.32, 331.24]",0.9202
